"","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"CMID",7.31064110038442,7.36340534209442,7.42539026643758,7.48564815094056,7.54345410798113,7.60438590594941,7.66314008267492,7.73454087348861,7.80671409580809,7.92745859098284,7.97486189664523,8.14895251482631,8.2219702942047,8.33419818371804,8.37701520587806,8.45371901843598,8.7138075205996,8.62680207325728,8.61838803389671,8.59168877895356,8.36862398795603,8.33249113419773,8.40185197293338,8.33280859632919,8.40787788311208,8.50941307295463,8.50455132193965,8.28120977751486,7.90661180510438,8.07810964413846,8.05606726783273,8.00907202496032,8.11050759744133,7.96541426368151,8.06673791521549,8.11827283462229,7.92343673840769,8.07564673908728,8.22662793145079,8.4632573454682,8.58216509492609,8.71176989967049,8.96828656188727,9.12674635697782,9.1413675583846,9.14775275312102,9.0852957710522,9.07907895514475,9.01186530649048,8.95154166528376,8.94967332912163
"CNOR",6.80329003379369,6.85810563237056,6.91123986462805,6.96581608750106,7.02234250195299,7.07448570260815,7.12787751502912,7.18614692604694,7.24957326322289,7.37351988143934,7.42045792973761,7.59074324965732,7.65190195203315,7.75980790234815,7.74270305040477,7.76481334004485,7.76914670626517,7.7495314576654,7.63667975530938,7.52823929997594,7.18267826062213,7.01604512880437,7.2328231140294,7.3044914351529,7.36852264277496,7.46238716850889,7.45773950165672,7.63111071451027,7.64756777860397,7.82321941873465,7.81145191617541,7.76953201602054,7.37357793578963,7.22746546375703,7.3314380417759,7.39398792243512,7.20725957793441,7.19518858290389,7.18402600819056,7.25017512841741,7.2133392468959,7.38545232920366,7.69759856436254,7.91118643140793,7.92602986342272,7.93400337247562,7.87542019610575,7.87321604559206,7.80255930453127,7.73957307609895,7.74108782990179
"COCK",7.4388547546586,7.49397246735174,7.54757521233705,7.60259023513443,7.659867355653,7.71779189321119,7.7701964815918,7.82853251902891,7.89434698346308,8.01191046863969,8.05986804399967,8.22957251903313,8.29441659719609,8.40719217138547,8.48923993258672,8.61111467244832,8.71147146721257,8.81189819948031,8.81444592682751,8.74962532582085,8.64452812927122,8.71828231689979,8.85104926783997,8.83183415431505,8.88012315454628,8.96391638686133,8.94129360107511,9.10077605614671,9.10438411023304,9.27023536566573,9.24071832797583,9.18505614588903,9.36450239833399,9.2846179361201,9.44444079353445,9.57060518365258,9.4513127799722,9.51718931479351,9.57743563466354,9.72334752222679,9.7577550007215,9.70045830512192,9.78251537502415,9.76237217412182,9.77324740248823,9.77860647682223,9.71151017137756,9.70296097904135,9.62504244699885,9.55678822728568,9.55112952990108
"COLB",4.593985763437,4.64859418384247,4.70148997948429,4.75806437145752,4.8161384974408,4.86750746301829,4.92652930438393,4.98829063983936,5.05566526936998,5.17934960669896,5.22532711126892,5.39808610309368,5.45879590662422,5.57019412862536,5.66292682405691,5.78727639416856,5.89832895862503,6.00172639339647,6.00455885232903,5.94211506379315,5.83677681166104,5.91901988540344,6.04851204344485,6.03435692584145,6.08237480900849,6.15915958711684,6.13514985380865,6.29556870095725,6.30472422846286,6.46936744222443,6.44558710367616,6.39282971190637,6.57059023952017,6.4940450074132,6.65667209517967,6.77868569908161,6.6561571160871,6.71941277168115,6.78034750006364,6.93159819412628,6.96292278617019,6.90568423341384,6.98698426137534,6.96397351610184,6.98005275104819,6.98682334429926,6.92611550560154,6.91729826441466,6.84890929875936,6.78771555751866,6.78677052748388
"CONE",7.26945052538461,7.32105663301395,7.3719068441078,7.42366785481637,7.47570092230293,7.52752943291828,7.57957207883813,7.64066459304977,7.70523070832365,7.82869270057563,7.87697447143226,8.04603493886918,8.10668259088397,8.15712880718741,8.19143208171646,8.25666871870977,8.30432203701903,8.34600670482005,8.29249762718701,8.1619696340484,7.99781789004355,8.0193360014173,8.08409184237017,8.01283303367891,8.0059781813551,8.03791003382417,7.96039580276701,8.06171276467459,8.01688909150123,8.12290902949242,8.03920056986655,7.9289419355746,8.04941696387374,7.91490886469467,8.02044972608248,8.09470171583641,7.91865817725496,7.92977350861206,7.93686385892846,8.02373634597355,7.99954586667824,7.94092604194322,8.02375558491932,8.00241477019974,8.01362519834525,8.02691400021723,7.95776175602024,7.95342456177758,7.87697127776386,7.812221866841,7.8087736267875
"CONI",3.65851711271752,3.70946391164226,3.7628857482298,3.81691177751967,3.87577744292204,3.92541248201345,3.97613235121129,4.0428279872734,4.10949202692292,4.22905315213494,4.27759476825061,4.4547117040569,4.5274928012195,4.64278383297555,4.72584051410468,4.85248241685053,4.90407640237246,4.94680350884431,4.89929211180436,4.77742788425509,4.61672218521523,4.63923345856072,4.70897977124575,4.63850025574982,4.63387475130286,4.65657182763091,4.57651417717696,4.68283919528818,4.6357927844823,4.74750471277393,4.66221738251796,4.55189639163747,4.67003077207608,4.53418488813961,4.64095439225594,4.71218381213696,4.53238071031404,4.54028438758757,4.54828888321061,4.63926515469259,4.61700136437074,4.55826770546442,4.63073578853746,4.61081992355759,4.62223774567716,4.6304691409378,4.56609282725385,4.55778149301239,4.48698269073039,4.42676982776633,4.42825497547915
"CORM",6.01483197636752,6.06272129771869,6.11531865982016,6.16858883217718,6.21695586048114,6.26507900328125,6.31609594499398,6.37453386559906,6.42987735352635,6.54658215852479,6.78630881595394,6.78485543215476,6.6767954496748,6.44207502131108,6.80367727822377,6.76777597417902,6.54423813683768,6.60447857137273,6.56666115697215,6.46415962936186,6.3141845151727,6.34935005414447,6.398522911078,6.33506385346506,6.34675976713923,6.34533660740672,6.21992956663382,6.21930980345878,6.14457272772003,6.14172343044057,5.98674230016047,5.65582656469795,5.6589996330503,5.44021485645264,5.45290237843982,5.52034778185058,5.33990524132901,5.34568105945979,5.34171643476415,5.43169851758958,5.40890572458167,5.34613357545444,5.41346869545512,5.38265893032654,5.3916476482186,5.39691400643398,5.32859464809443,5.31354570439294,5.24174776168178,5.16769759062464,5.16416771924871
"CORN",5.2227361848296,5.27597748240978,5.32502656390486,5.37865010776389,5.4321250557036,5.48086244501264,5.53560545732799,5.59975269210206,5.66123555331554,5.77798256966116,5.83306026895127,6.00580596849166,6.07402428816937,6.1895483282022,6.28075800602577,6.34052463809465,6.38301234900956,6.41720815245852,6.35140161044264,6.22124867883386,6.05231404390497,6.06389141601792,6.12935513188465,6.05037755899046,6.0366342759146,6.0514187869222,5.96121390908193,6.05418951384199,5.99631572003719,6.0933911881909,5.99579976031674,5.87478729466742,5.98380307120113,5.8399233483385,5.93706283673178,5.99580067234458,5.82093268428169,5.82647395070717,5.83102120209057,5.92633534047316,5.90272627056861,5.84661318561977,5.92134116315698,5.89774108928285,5.90952577260945,5.91616151208704,5.85315913972108,5.84804924209322,5.77801654570776,5.71431043811299,5.7121002000685
"COTT",9.29504640938128,9.3570722778,9.41310113667943,9.47026698078289,9.53084144430382,9.58699779114211,9.63923502142918,9.70177670742352,9.76969073645851,9.88704216871714,9.93799240477629,10.1151707644115,10.3664490358796,10.6601974414437,10.786450803078,10.8590226899732,10.9161440894426,10.9731390638634,10.6874045831808,10.4823013974694,10.2372269558468,10.2858068126476,10.3880338096933,10.3484909995895,10.3710885016002,10.4286523229659,10.3757061284495,10.4440389295287,10.3640853215215,10.4390869079043,10.3236841764424,10.1765865075902,10.2560557899403,10.0853312318153,10.1592145525738,10.1927147695489,9.9731592878877,10.1036323278419,10.2299697153186,10.4400297149555,10.5416718199611,10.5676843026967,10.7301673258967,10.8011808335121,10.8127968477362,10.8250574620971,10.7625344684023,10.751176484234,10.6850030653122,10.6210614266989,10.6235964735732
"CROZ",10.8070447101177,10.8639769972731,10.9187763321447,10.9765614367222,11.0353131372689,11.0943485197724,11.1516643688823,11.2156704524766,11.2807557710328,11.4052456833041,11.457403003735,11.63463623798,11.7000359388591,11.8133824922089,11.9063043966418,12.0291641534072,12.0842691560352,12.079597368021,11.8045475155076,11.8162001167009,11.6050998559086,11.6817105433201,11.807647671301,11.7106430655217,11.70286046332,11.666919344543,11.6802763258565,11.9306707919678,11.7490707197913,11.9441697686915,11.5655192705478,11.1579544064957,11.950860309506,11.5528118992112,12.0980005778008,12.1885407380753,12.2250487008733,12.1977598291341,12.1876235093665,12.5422526718866,12.5391952599454,12.4734019244902,12.5192330193737,12.5446965061362,12.5613471793238,12.571114749183,12.5157484741136,12.5128846253816,12.4485633711416,12.3897025679652,12.3959373400209
"CRUZ",3.19830822886796,3.25067274482987,3.3007453185419,3.3549099750396,3.41115525722306,3.45841698590381,3.51359745830141,3.57679720585422,3.64634735058974,3.76949143950883,3.82288293368201,3.99084903108437,4.05387593040554,4.16957249470748,4.25772239976462,4.38381203776141,4.48541497163937,4.58429413880805,4.58772499577187,4.51619976891924,4.40822143691391,4.47913821820437,4.6045564479253,4.5862849975499,4.64189003866338,4.72206651592568,4.70001841847403,4.85427609734947,4.86167306782421,5.02852313067684,5.00711814397226,4.95853645254083,5.13412826014029,5.05702100609016,5.21721888023276,5.3381727076334,5.21374746463184,5.27842569851863,5.34259434631067,5.48794120908678,5.52102364866661,5.45968543986318,5.53913119822632,5.52270120876662,5.53360050931625,5.54807809623554,5.48009964025534,5.47516239357792,5.40193331392597,5.33718581064886,5.33855398046395
"CSOU",8.85460213861479,8.90943769079569,8.96494193496287,9.02297411726333,9.08442303293075,9.13836550280173,9.19280517517382,9.25766106549024,9.32057089530088,9.44795664542426,9.49793249631095,9.67214948644284,9.73757800442677,9.85274089623892,9.75820619887141,9.69792325380798,9.61390616581968,10.1065805047892,9.80167759988347,9.69912801645198,9.54985545552943,9.58079681540681,9.66379956684763,9.60490294766555,9.58519974223685,9.5872691490052,9.48541000850005,9.4647176751797,9.2922698860138,9.43023873284149,9.38769976157623,9.31313862721755,9.47257046956308,9.3755343437124,9.52305427935825,9.63388230489139,9.48934832175164,9.56233511623402,9.63617422946594,9.79173690019083,9.83324794899936,9.87439851399475,10.0478778497254,10.122021779349,10.1384755362082,10.1492643159497,10.0921760790816,10.0898903665662,10.021737555774,9.95797038651142,9.95776171205747
"CURZ",7.73150079418597,7.78800263919933,7.84609749033943,7.89618614457028,7.95310884508796,8.01147899039758,8.06910301591185,8.13348226269905,8.2033946513547,8.32909111340647,8.38122008642491,8.55749516564601,8.62429600481141,8.73704288147247,8.82815946421761,8.95003594602384,9.05791561309863,9.15673226064302,9.1675969884911,9.0982515715925,8.9941689890691,9.07324105046984,9.20565567671377,9.18514351289367,9.23293008582602,9.308195759492,9.28039398046861,9.44658885089185,9.41955193616308,9.54460036206604,9.4828795672569,9.3872465825887,9.52689573182809,9.41725256498836,9.53874255621984,9.62917448022853,9.46999521678169,9.4949871462948,9.51584660751116,9.63083528160965,9.62584950435876,9.57141347128142,9.6473565285852,9.62773699309533,9.64817679899135,9.65407551390292,9.59577252230346,9.5913075231051,9.52436566923629,9.46225882440636,9.45903819939555
"DARB",5.54993808928799,5.59923944656376,5.64914823113551,5.69938558851159,5.75455069310269,5.80841023602136,5.85402833820761,5.91356067851337,5.98188823362764,6.10175867113039,6.14599813982648,6.31656792484327,6.37585074088262,6.48468369755523,6.4956763288502,6.53709448002448,6.56942677812456,6.59732791401091,6.52480009384625,6.37703229433577,6.19527438576115,6.19802045881007,6.24986591315445,6.15500135970124,6.1284375215554,6.12664228346592,6.01876670227241,6.10085724978623,6.03282805261439,6.12264990523512,6.02597279807155,5.89972180204395,5.99605034052171,5.84858451753374,5.93555039890552,5.9894817710028,5.78656681103442,5.77334231483342,5.76340779379455,5.83699387374925,5.79652953152195,5.71852613500924,5.78076519586821,5.75185919628849,5.76195854340094,5.76869023397097,5.70241804298928,5.6939213697636,5.62191101470712,5.55866035793708,5.55754464446169
"DARW",7.17320925047176,7.22569334589983,7.2776050819129,7.32949749891145,7.38337011053899,7.43577297388236,7.48742493297205,7.54460889879074,7.61073470195147,7.72536605282374,7.77163657681832,7.94394623774304,8.00580128678519,8.11807982697142,8.20037455450156,8.32464896827308,8.42882871837558,8.52828814790242,8.53188651546978,8.46074233086955,8.35431250765969,8.43205335401511,8.56085980854777,8.552238735289,8.59736473057002,8.67769523386077,8.64824648610733,8.80970895698421,8.81741586047833,8.97615831277501,8.87522373859776,8.75426933700093,8.8649374072574,8.72013682826037,8.81170135478619,8.86776135809312,8.6785812073191,8.67103738229805,8.66276033519131,8.744688233996,8.70716801406043,8.63738172889902,8.69810260535344,8.6679884586369,8.67056342172277,8.66658030833656,8.60102491465601,8.59292535830384,8.5256341797092,8.45445950340249,8.44984188482611
"DAVI",7.65213149271233,7.70514881861219,7.76134988274042,7.81126483594,7.87249783765627,7.92688030610291,7.98378676196749,8.04401070363179,8.10634490211864,8.23125905890409,8.28193637940313,8.452639515032,8.51840528758253,8.63027664647695,8.72830893838397,8.84536453706108,8.95198803872228,9.05508509428655,9.06743942720209,8.99985089170521,8.89054554884765,8.95721759068553,9.08829793919081,9.07591646089127,9.07882504654375,9.10626544644336,9.02457549723723,9.1296390221354,9.08693981989864,9.19807008749245,9.11585308131522,9.01328348555126,9.14001060186612,9.01059991696416,9.12347188420019,9.19852873248096,9.02567583213359,9.0428745449648,9.04811477690024,9.13954001344147,9.12089478004818,9.05861239773137,9.14154849006695,9.11601388330117,9.12509162573473,9.13321460362252,9.06905147069592,9.05843048313543,8.98843474919188,8.92608576577696,8.92641955340477
"DENI",7.65872834506709,7.71939607588557,7.78186179336894,7.83809331578603,7.89959289643838,7.96331415138254,8.01935091526089,8.08415742487447,8.15173282412816,8.27399134714426,8.32190079785213,8.49736954338974,8.5436278179548,8.6363452875212,8.70882217079254,8.81313973840466,8.90502244682192,8.98631485280806,8.96637873603009,8.87976590723633,8.75887364017403,8.8184488896252,8.93050188215417,8.89090011054332,8.92329092209423,8.98675497421767,8.94641841300547,9.08693307543202,9.07836901101874,9.22346413503663,9.18642745947654,9.11720565765912,9.27241804566079,9.17538726525286,9.3187153067382,9.42534237096744,9.28146833455322,9.32746337817131,9.37100055776359,9.5000077322672,9.51284110285943,9.46201268842116,9.54335838399772,9.52459820264736,9.54103562324664,9.55101944207135,9.49648893572403,9.49353800652991,9.42375948315925,9.36187754524973,9.36852603949272
"DETA",5.62385047896012,5.67497192155213,5.73047171126707,5.78058126726813,5.82985628006671,5.87968577873617,5.92607231562964,5.98368098295629,6.04480160574496,6.16382089688457,6.21195009855008,6.37952894923754,6.43646521285085,6.5443500237317,6.63186297714136,6.75503768754089,6.79539877229375,6.82710873434125,6.75750162836789,6.62080715752534,6.4439183893356,6.44454429219265,6.5034780869193,6.41957122953971,6.40079901242159,6.40866516088871,6.31854067820637,6.41126486621475,6.35733118515253,6.44560420983441,6.35029001517049,6.22873820057531,6.33839919885562,6.11565734808862,6.24410374147289,6.33811293528673,6.187322712471,6.22562797980518,6.11068595555561,6.18570980087047,6.06227078772849,5.99363485896559,6.06307431931315,5.96266816635901,5.92340680167027,5.8877840556795,5.7762416857946,5.72326249894872,5.65068782996724,5.58622961109062,5.58401377345355
"DEVI",7.66742220440797,7.72545102691286,7.78365190407181,7.83856737641543,7.89616004929573,7.94587156305102,8.00067289441675,8.06450391259784,8.13445743735465,8.25132286157764,8.30228813020956,8.47461488932256,8.53512064892146,8.65248153121718,8.73814430699268,8.86377404535995,8.97601737558894,9.07993748494483,9.08741204664517,9.01727912723821,8.91259293971966,8.99083505461572,9.1227122361987,9.11474276529447,9.16272996277182,9.2384418822207,9.05636266728864,9.05924341808928,8.90391484898236,8.90934509450772,8.81063587500028,8.68594558233123,8.86494537901503,8.85288946443163,9.08552447181729,9.33812414924737,9.34415880440799,9.46618450950904,9.59064183490858,9.57649352733298,9.44917372277612,9.39333695724362,9.4684271715443,9.44618178898107,9.46243530322646,9.46984018054538,9.41029231498991,9.40706694113939,9.33908250506665,9.27152982605794,9.27267382338031
"DOME",3.90136950226609,3.95520836276908,4.01198448434468,4.06595643425085,4.11952705966419,4.17072292307216,4.22156945222056,4.28658840183117,4.35082514054012,4.47276989745404,4.52174277434721,4.6956650482669,4.75668635039482,4.86973935894975,4.9598024295645,5.08184149825818,5.13535913906321,5.18137777062686,5.12607433068256,5.00019227276114,4.83752339504399,4.86039417072889,4.93168078280666,4.86567725450756,4.86242275914496,4.88069965971433,4.80475632614043,4.90351141468316,4.84706745205045,4.94551430467998,4.86353580419014,4.7570707267155,4.87973731892824,4.74669895932829,4.85136498146895,4.92416582263801,4.74482215182412,4.75064145985786,4.76039097391905,4.84976969200831,4.81879493737981,4.76120915988137,4.83661998734835,4.8095889443477,4.82416143068478,4.83366284482468,4.77668053543191,4.7700197772698,4.70287058456995,4.63769389119117,4.63994528832705
"DOU1",1.86372428999765,1.91855691600525,1.96876999941759,2.01724871081035,2.07485309026052,2.13163412884469,2.18835745490431,2.24624584519662,2.30943114520582,2.42920292766168,2.47847265598126,2.65271106011388,2.71420178840399,2.8219678484593,2.91049572844499,3.032426385629,3.13806293797259,3.23553462214857,3.23729053080672,3.17211181161743,3.06356181396454,3.13589303983561,3.26263084829765,3.25013677412633,3.30632019048776,3.38602472338805,3.35921708924786,3.52202688275901,3.53574454995746,3.70000499824454,3.67374642780757,3.61825290072596,3.79535691502292,3.71967466666916,3.88525160504675,4.00970915625838,3.83430467035278,3.84536077356293,3.84781144387775,3.94336295352309,3.91890282313616,3.86203898791523,3.93849871492317,3.91807456756849,3.93371841525367,3.93857738831373,3.87496325519182,3.86281207109245,3.80089645086585,3.73159319311258,3.72739704408331
"DOU2",4.14910539460034,4.20282779910458,4.25463255764022,4.31137739747855,4.36465834778488,4.41915508842289,4.47423634182466,4.53700904693742,4.59660685974313,4.72146107326737,4.7692114397948,4.94004233573552,5.00802801404186,5.12279418967811,5.21667106994357,5.34161448087106,5.44755720725357,5.55237468586481,5.55391733855043,5.48983759640045,5.38451066344935,5.46500220985002,5.5925670684115,5.5753764515837,5.62884410709118,5.71127532047089,5.68512071546411,5.84200821938305,5.84966331882028,6.01269671443961,5.9893362019227,5.93242290065025,6.11106033532975,6.03173272530787,6.19970962960957,6.32388344912209,6.14901702957309,6.15393543075155,6.16593589934771,6.25690907847283,6.23682357177535,6.17838285037274,6.25832154136127,6.23769507745855,6.25291419280466,6.26134828697253,6.19331826750812,6.18407996363787,6.11456063281593,6.04632066402381,6.04125834438467
"DOWN",8.01506478878129,8.07143477895376,8.13255908397343,8.19708378376689,8.25790769587435,8.31846259164858,8.37933961651518,8.44542361889343,8.51486112517167,8.63916600758192,8.69596782796503,8.87083204475403,8.94261276757098,9.72710340992749,10.0831011271954,10.0849583748963,10.0760632694157,10.0981734301207,10.0217820457865,9.75406311744395,9.44421099654328,9.54351127897898,9.70073320802585,9.71422092979568,9.78730612921108,9.89383764303687,9.89789722934559,10.0857414654867,10.1203580830001,10.1936380596467,10.0772990693261,9.93497783446902,10.0696681912333,9.94878926027764,10.0780966904713,10.1679137009026,10.0099601240428,10.037036399146,10.0650137273332,10.1696295656774,10.1663882792955,10.1266232833007,10.3519182673535,10.4766772046186,10.4942344736537,10.5105840889057,10.4512252154471,10.4487328148482,10.3846035107005,10.3266008040359,10.3313017414888
"DREA",8.44309780717841,8.49497328393955,8.54888544117869,8.59631090725345,8.64555067937221,8.69147444160851,8.74245008601592,8.80128091029113,8.86535338935675,8.97860022163336,9.02449729305261,9.19884685435034,9.26510122627928,9.3751507838641,9.31404606091959,9.2945886699314,9.29042582512898,9.28507148229687,9.18273057393491,9.00538431336705,8.79410373920417,8.75260692388434,8.76553415705944,8.64997244232912,8.59356598903478,8.56469154540623,8.43321986290646,8.47819467167777,8.37914947967366,8.42940417647833,8.29270068850744,8.12712811094564,8.1955955471422,8.01325252406898,8.06552166639,8.08197612916323,7.84950071395103,7.80903757227477,7.8121505868338,7.89783837810479,7.86706296828007,7.79866489911075,7.87158265955865,7.84537341086479,7.85470036521156,7.86691339407197,7.80014158506614,7.78920577160267,7.7140177240229,7.64250924550761,7.63298980547675
"DUKE",7.20717309398029,7.25969860222833,7.31782469990507,7.37609281534577,7.43204773133835,7.48738914114969,7.54170348556311,7.61159118259951,7.67351142283222,7.79873934058203,7.85003829723259,8.0261952128176,8.09534544224409,8.21837905682738,8.31915789786026,8.46225632068224,8.4873905462934,8.50818032778195,8.41571649845229,8.10785286963868,7.76315534531706,7.99896197543686,8.28974619862274,8.27933787053251,8.33423875438817,8.42267500539056,8.40142203981233,8.56672766191982,8.58000501191909,8.74241904895088,8.72244581596775,8.67664651227936,8.85859148766229,8.78377154450217,8.95251895110574,9.07908223735678,8.96736250040076,9.03965687036389,9.10797743374497,9.26106657240289,9.29975421720704,9.15721370583921,9.15944554369366,9.05913752985328,9.07919059547479,9.091446485271,9.02808470498256,9.02360617176427,8.95769371392094,8.89163993257513,8.89726242340492
"DURO",5.47730860073983,5.52971918105218,5.58810301540145,5.64437810704415,5.70311173619332,5.75486811268141,5.80904501520725,5.86991165583326,5.93777932921521,6.06307551402445,6.11389854624169,6.28452893191633,6.34979528171463,6.4625553992375,6.55300091008197,6.67093187957295,6.78232410395426,6.88263984455705,6.88586760617494,6.81620926549096,6.70869899900558,6.73027809667266,6.8086636681642,6.73247071153587,6.72718630985563,6.74929155516123,6.66699273343396,6.76566343749111,6.71571450467196,6.82686690237375,6.74018912827052,6.63441038925881,6.75527096245502,6.62539143738637,6.72910798546432,6.79655387909159,6.61285034135232,6.62091009126819,6.63067182142876,6.71681946377272,6.68751783689075,6.62032833587564,6.69915916102376,6.68125259065595,6.69797612860691,6.69660919849865,6.62618197903577,6.61525083342733,6.54757907315454,6.48166254913251,6.48327234232
"DURV",7.09312386995077,7.15326819405343,7.21300967860551,7.27093522114142,7.33144071977146,7.39099042959582,7.44821647390718,7.51514170373637,7.57856556560454,7.698235604758,7.75159204753467,7.92571801561272,7.98909590192649,8.10093568537736,8.189996826633,8.31605414201363,8.42250123287072,8.52236243900788,8.52566493898421,8.46116800275602,8.35532060001054,8.43535432659289,8.56246991183817,8.5515403337583,8.60854372069427,8.68446546857996,8.6655164064009,8.82622648071363,8.83874283218439,9.00494585419253,8.98040056638519,8.92532408177425,9.10323076782298,9.03453325229857,9.20543376015463,9.33380302875353,9.27835938413866,9.40300039854049,9.53142888154433,9.74080520994712,9.83461780187938,9.8952795879907,9.94839112306419,9.91376682067908,9.91217551667808,9.90175985602507,9.82280406914786,9.81518275478468,9.7440752620076,9.6848872138253,9.68927730307757
"DUTH",-1.43968822179397,-1.38031719861849,-1.32092609651189,-1.2699168056567,-1.21516518557146,-1.16526174739107,-1.11192287816907,-1.04772915770333,-0.978495308036299,-0.856295213288839,-0.803130177039939,-0.630572877467608,-0.560076063333767,-0.452273846389334,-0.365593725569053,-0.238804441037986,-0.127812310884047,-0.027283514892644,-0.0198373625027574,-0.086336187240289,-0.194694129547294,-0.117878434706187,0.0145876505159518,0.000478046320880251,-0.00457206503869016,0.018094616245315,-0.0610361376903989,0.0422523306159707,-0.0103816983749454,0.0975434440608147,0.0106603305628519,-0.102485548038884,0.0155398922750633,-0.116444449916951,-0.00381953490725318,0.0652251870384757,-0.113915028024078,-0.113949525841631,-0.109809476998017,-0.0218449368605175,-0.0399151920291877,-0.0957615765435963,-0.0147310695416551,-0.0337519260015084,-0.0129630456092055,-0.00291494741363699,-0.0632851114712599,-0.0716583361808028,-0.140412162286583,-0.200114746272917,-0.195017339964276
"EARL",8.33372725364533,8.38847523402392,8.44055662611616,8.49694708002409,8.55671850106107,8.60269412082775,8.66074643851951,8.72283523759725,8.78939475256314,8.91132501110479,8.9542714864626,9.12482267673981,9.18365314615412,9.29612122619163,9.37819879194457,9.50155359609093,9.60359703747948,9.70301021596116,9.705441698439,9.64349580945645,9.54002846165002,9.62223025290586,9.74573219868694,9.73285428803234,9.78064878745507,9.85532209835665,9.83321937383388,9.99368137243535,10.0001543303228,10.1634782858257,10.1352598390703,10.0178690375916,10.1268920898402,9.98187496649216,10.0800960727636,10.1438394848645,9.95346134715231,9.9479869800312,9.94723485772258,10.0278069901526,9.99380759618963,9.92527264609422,9.99050102103206,9.95562936206605,9.95892570260172,9.95750303994534,9.8974854431382,9.89019233469195,9.8155100814833,9.75084839008407,9.75277492369285
"EDEN",9.26640687788117,9.32082292117452,9.37512490369833,9.42474419312578,9.47919199688614,9.53467857064582,9.58834450683939,9.64789814531589,9.71348765723908,9.83485258856424,9.88398679847807,10.0555103334995,10.1215750717589,10.2305023766003,10.3141062158695,10.4278140492975,10.5349100973064,10.6365857356208,10.6383329028934,10.5690672790037,10.4614816940079,10.5388189721665,10.6694556715339,10.6562979973673,10.7073472881498,10.7896626816682,10.7621197330842,10.8665332247031,10.8169252606955,10.9252133268026,10.8415850438023,10.7336366299466,10.8530819993592,10.7226576937866,10.8316375692461,10.9024931750404,10.7272171570828,10.7419242494894,10.7492884777392,10.8408810870358,10.8187971692186,10.7612503583284,10.8408663006882,10.8147590460651,10.8247035565174,10.8346146195352,10.7664043641922,10.7588585770369,10.6909423789164,10.6250912541469,10.6264912934112
"EDMO",6.4439728232099,6.49560038849593,6.55707439840441,6.60881172180138,6.67161163893621,6.72677708989682,6.78335458234904,6.85277434100045,6.91809242143514,7.03966890988269,7.09496878913595,7.26864944829432,7.3331984031899,7.44395797670717,7.53318651184338,7.63985222143824,7.73077940596505,7.81782945611693,7.68952851225767,7.49237361751004,7.24864627518419,7.18463948540174,7.20620040998136,7.23144188342666,7.30255557545749,7.40077627665055,7.39191418433111,7.54789956944826,7.55378880919038,7.7166874638179,7.68311991233274,7.62730143672831,7.80108743051751,7.72219834023282,7.88275139176931,8.00895986991003,7.80304872377778,7.8124264053284,7.8185005774115,7.90781885310063,7.88870325228191,7.84129792763403,7.91975116452509,7.9010754054277,7.91883940217946,7.93304902190667,7.87452282228326,7.87008101902885,7.80145102705674,7.73996003036061,7.73748213736356
"EDWI",8.77150138913262,8.83230248027705,8.88513978760687,8.94125732337055,8.99719170024723,9.05123288001386,9.10494607942031,9.17103637278744,9.2351138121117,9.35506714286366,9.40225316284397,9.57679723662416,9.64549383575605,9.75694740650718,9.84787181852964,9.96451098828545,10.0765955765832,10.1741236122595,10.180216283987,10.1136922907991,10.0049082924285,10.0825145518193,10.2121660305034,10.196633293916,10.254541163728,10.3327793733946,10.2993491615466,10.4545367732168,10.462386998601,10.6253183625902,10.5998042001334,10.5391805161995,10.7110992918163,10.6309377681849,10.7898721909926,10.9123424794505,10.7902703946591,10.8560496667173,10.9187221259456,11.0687583550465,11.0484974990945,10.9952969974626,11.0721042697687,11.0485623264423,11.0612266527578,11.068403998062,11.0073872719434,11.0003008160653,10.9287621421768,10.8615767182867,10.8568572860171
"EMPE",5.48670485588207,5.54480145883459,5.59949005948142,5.65811114437039,5.71524747722682,5.77096047592758,5.83176798478018,5.89896590008951,5.9648440104604,6.09096114375781,6.1430092936129,6.31471504928876,6.38361174838037,6.49972580911265,6.58997778282147,6.7184692648143,6.78869702152931,6.85205976305876,6.82209924857687,6.71964185333122,6.57420977925377,6.6156025823409,6.71108395843824,6.65761976654512,6.67211423978612,6.71446188619669,6.65399919050738,6.77761885494172,6.74813822196765,6.87682430811276,6.81685390187907,6.72543950015258,6.86676325116685,6.76018839463107,6.89620617322756,6.98815262456987,6.82971186141761,6.85882557787397,6.88442454030588,6.99532680574989,6.9945701494619,6.96362407875979,7.0610969356577,7.04522757285717,7.06206384472682,7.07213401854702,7.00725136217753,7.00043681160386,6.93488533165027,6.86955320184559,6.87303731458987
